lr,gamma,scores,avg_scores
0.0001,0.99,-4.85383123181991,-52.48378753094651
0.0001,0.99,-92.17009969129496,-52.54052069042066
0.0001,0.99,-31.726216008350036,-51.30322626714773
0.0001,0.99,-9.770424384145286,-50.65081248251779
0.0001,0.99,-15.199504120579562,-49.68643856314311
0.0001,0.99,-56.96930071627553,-49.29357772383667
0.0001,0.99,-73.43575437078287,-49.60976604459455
0.0001,0.99,-60.892369458714924,-49.66396191271173
0.0001,0.99,-31.12583374869304,-49.408467489912645
0.0001,0.99,-16.480362470755182,-49.17146460782165
0.0001,0.99,6.314544834699305,-48.35001583214683
0.0001,0.99,-131.56208988269742,-48.95624753878314
0.0001,0.99,-130.35086383719317,-49.71223910316271
0.0001,0.99,-65.84696165782958,-49.79035623312428
0.0001,0.99,-45.318229006635065,-49.65433443568175
0.0001,0.99,-8.944172468026096,-49.132750560537936
0.0001,0.99,-65.98729885078302,-49.0665507409129
0.0001,0.99,-19.09680290565626,-48.56324496457319
0.0001,0.99,-153.57413923723797,-49.61273268276672
0.0001,0.99,-48.06361148377998,-49.388343754696436
0.0001,0.99,38.27432329084971,-48.2409301333508
0.0001,0.99,-44.975420872166126,-48.59784701658068
0.0001,0.99,-79.7027490639307,-48.56038015436261
0.0001,0.99,-16.197177219017576,-47.54178893264894
0.0001,0.99,-6.417009240055023,-46.53134665035891
0.0001,0.99,-72.38920587535966,-46.711860031969245
0.0001,0.99,-23.802266041884465,-45.97864947474857
0.0001,0.99,1.7374137615284724,-45.632270640548384
0.0001,0.99,-31.11682401010151,-45.37872247877462
0.0001,0.99,-69.5974189870194,-45.772360296508005
0.0001,0.99,-66.67116339336764,-46.22942091301028
0.0001,0.99,-90.5816376286569,-46.53259003765142
0.0001,0.99,-43.5768014730703,-46.95700963479831
0.0001,0.99,-3.590351701135347,-46.93821932996656
0.0001,0.99,-51.27198070454399,-46.54309100951652
0.0001,0.99,-212.56421241182795,-48.13386862481422
0.0001,0.99,-49.004420989880735,-48.22665831178802
0.0001,0.99,-55.84574421731001,-48.912504191594465
0.0001,0.99,9.87438610693475,-48.281461320092205
0.0001,0.99,-12.345864048201818,-48.036477524085534
0.0001,0.99,-89.14627525741338,-48.88747133417932
0.0001,0.99,-31.223109236547003,-49.18748526226988
0.0001,0.99,-38.707640382042705,-49.2151480818261
0.0001,0.99,-10.713749256628816,-48.96125746825307
0.0001,0.99,-51.238135425866616,-49.26360464247299
0.0001,0.99,-61.37156927782607,-49.82975970979069
0.0001,0.99,58.67941418906889,-48.676178580312445
0.0001,0.99,-42.85305132203649,-48.91226148024587
0.0001,0.99,-64.06914149498199,-49.54289625260665
0.0001,0.99,-37.888288603861554,-49.51843061961812
0.0001,0.99,-48.76416896831207,-50.30218494154148
0.0001,0.99,-68.8089929247719,-50.33708592546763
0.0001,0.99,-81.23646719073409,-50.44784915080114
0.0001,0.99,-58.39364990923662,-50.12293229319176
0.0001,0.99,-25.00622309102465,-50.41530051149481
0.0001,0.99,-68.41962521430598,-51.21432572277538
0.0001,0.99,-64.06695553837841,-51.601037876220225
0.0001,0.99,-49.530091627038615,-51.65857457646436
0.0001,0.99,-75.00807877153781,-52.11039937936637
0.0001,0.99,-135.64414675935552,-53.21360875819157
0.0001,0.99,-111.1743034598087,-53.54151268557925
0.0001,0.99,-12.757165729463424,-53.19296672183743
0.0001,0.99,-192.30690899182963,-54.33745988910239
0.0001,0.99,-26.984122842019303,-54.3163082996236
0.0001,0.99,-63.758399612214845,-54.540862323244184
0.0001,0.99,-105.35572470856884,-55.46300438562785
0.0001,0.99,-74.0337801309853,-56.007336597803516
0.0001,0.99,-266.9552374313382,-57.72272148949117
0.0001,0.99,-44.955557609913015,-56.456979801236436
0.0001,0.99,-16.280527360926513,-56.55226448088171
0.0001,0.99,-48.67974455861477,-56.60559453974878
0.0001,0.99,-9.90581512223055,-56.325426491008336
0.0001,0.99,-41.919585318232194,-56.39646908052976
0.0001,0.99,-15.78515246956151,-56.11604000039707
0.0001,0.99,-59.74598709640364,-56.943227487452305
0.0001,0.99,-28.382901480800683,-56.80522731614519
0.0001,0.99,-32.83568741139517,-56.72115373442094
0.0001,0.99,-30.020303923603862,-56.73228150154056
0.0001,0.99,-161.81403888874055,-57.35576422713215
0.0001,0.99,-68.41058599565994,-57.57903397653342
0.0001,0.99,-174.46169519000114,-58.653462085172194
0.0001,0.99,-52.19813593297711,-58.51062068931255
0.0001,0.99,0.18262932599827764,-58.49449660374069
0.0001,0.99,-56.097279278682464,-58.30856310573556
0.0001,0.99,-48.99629080462665,-58.2509101682845
0.0001,0.99,-31.741712838442623,-57.6956984461243
0.0001,0.99,-24.397949703968308,-57.621240327514606
0.0001,0.99,-228.0880597609502,-57.80115880517571
0.0001,0.99,-9.953817424095334,-57.621770659226634
0.0001,0.99,-45.77602433591805,-57.11908873722341
0.0001,0.99,-32.49287976952964,-57.137777383674404
0.0001,0.99,-17.253886550035546,-56.66238953152303
0.0001,0.99,-14.639302907607004,-56.52107724228731
0.0001,0.99,-196.54900211439718,-57.75071897967963
0.0001,0.99,-39.768705489700665,-56.07491151798451
0.0001,0.99,-183.52778130986866,-57.52029543485491
0.0001,0.99,-40.18353268555656,-57.72704881630693
0.0001,0.99,-52.66221879781749,-57.98564855137462
0.0001,0.99,-41.72215189119487,-57.707939335325484
0.0001,0.99,-36.72815304903537,-57.17344872128315
0.0001,0.99,-44.48697974054683,-57.569780206370424
0.0001,0.99,-92.94141736638801,-57.57749338312136
0.0001,0.99,-57.07654332249779,-57.83099665626284
0.0001,0.99,-65.50321634300397,-58.38832457585142
0.0001,0.99,-51.829331010114615,-58.75462284474677
0.0001,0.99,-55.30527729726424,-58.73798261055666
0.0001,0.99,-38.223193219484614,-58.385856999043675
0.0001,0.99,-75.57595708698254,-58.53269287532634
0.0001,0.99,-18.747002380523412,-58.40890456164465
0.0001,0.99,-42.046346061986426,-58.66456439755697
0.0001,0.99,-84.19674378151245,-59.569677283719095
0.0001,0.99,-113.9457924550561,-59.39351430944267
0.0001,0.99,10.83106080748179,-57.981695062995925
0.0001,0.99,4.152357351786421,-57.28170187289977
0.0001,0.99,-81.26223769771268,-57.64114195981054
0.0001,0.99,-104.56239822155644,-58.59732421734584
0.0001,0.99,9.098017487281908,-57.84647105396519
0.0001,0.99,-191.80347104822445,-59.573537735390865
0.0001,0.99,-75.70559742973973,-58.79485231731589
0.0001,0.99,-14.523702759918095,-58.45945323007727
0.0001,0.99,-90.78173301625017,-59.750013793148256
0.0001,0.99,-41.028553879683145,-59.710545123223426
0.0001,0.99,-28.528522578936702,-59.19880285837349
0.0001,0.99,-29.10201310243086,-59.32785121720762
0.0001,0.99,36.126798202299625,-58.90241314278407
0.0001,0.99,-86.75207140434244,-59.0460417980739
0.0001,0.99,-46.25923252381884,-59.27061146289325
0.0001,0.99,-72.39792319482619,-60.0119648324568
0.0001,0.99,0.7281250589219752,-59.69351534176656
0.0001,0.99,-56.71155703771687,-59.56465672227354
0.0001,0.99,-67.57999699763963,-59.57374505831626
0.0001,0.99,-32.6901301599584,-58.99482998362928
0.0001,0.99,-76.16811816666902,-59.32074315056527
0.0001,0.99,-61.555059822338826,-59.9003902317773
0.0001,0.99,-10.045654048078276,-59.48812696521264
0.0001,0.99,-52.156716635009744,-57.88405200744446
0.0001,0.99,-50.31339625461371,-57.89714176009179
0.0001,0.99,-308.6211562998855,-60.424895880917546
0.0001,0.99,-120.61939151407456,-61.729833657127635
0.0001,0.99,21.604304232510984,-61.3903319743205
0.0001,0.99,-23.035853810930206,-60.72922775985568
0.0001,0.99,-18.907867010121123,-60.60607533759143
0.0001,0.99,-37.249264789472306,-60.59149158166572
0.0001,0.99,16.250347194594724,-60.32185061715349
0.0001,0.99,5.174006187466361,-59.757729201020155
0.0001,0.99,-77.1042238182354,-59.91505574642425
0.0001,0.99,-20.34229019470125,-60.70527279026195
0.0001,0.99,-144.93015191601347,-61.72604379620172
0.0001,0.99,-52.93653905100891,-61.61471777176199
0.0001,0.99,-118.555945176296,-62.42139433748633
0.0001,0.99,-152.13853473959603,-63.455137995199166
0.0001,0.99,-58.96942074441563,-63.356742273395604
0.0001,0.99,-59.46695561981026,-63.13904715768636
0.0001,0.99,-32.83397933731284,-62.883450451967136
0.0001,0.99,-43.21480722543977,-63.06553629331127
0.0001,0.99,-42.502639392084504,-62.80636643508907
0.0001,0.99,-51.665259207487736,-62.68234947178016
0.0001,0.99,2.1841239399441292,-62.16520731611033
0.0001,0.99,-107.38887454884723,-62.48901527388343
0.0001,0.99,-86.51595858819539,-61.99773339217183
0.0001,0.99,12.546928268511166,-60.76052107488863
0.0001,0.99,-185.02641447119785,-62.483213562305984
0.0001,0.99,17.425485402045823,-60.38588961836723
0.0001,0.99,-29.063840304796443,-60.406686792994996
0.0001,0.99,-62.532437099522106,-60.39442716786806
0.0001,0.99,26.721791133928235,-59.07365200944309
0.0001,0.99,-35.24689691749265,-58.68578317730816
0.0001,0.99,-157.10701293590247,-57.5873009323538
0.0001,0.99,16.53954938316339,-56.97234986242304
0.0001,0.99,-72.13475003180712,-57.53089208913184
0.0001,0.99,-203.55370626369825,-59.07963170618268
0.0001,0.99,-34.35928842192264,-59.3241664391796
0.0001,0.99,-96.98688084182356,-59.87483939441551
0.0001,0.99,-49.07854051839613,-60.207773274903865
0.0001,0.99,-41.26112881591408,-60.02292469209897
0.0001,0.99,-15.619209737762688,-59.89528777466859
0.0001,0.99,4.359467564588897,-59.523336224908746
0.0001,0.99,38.27744162182421,-58.84035876945447
0.0001,0.99,-41.26843991516241,-57.63490277971868
0.0001,0.99,-142.77728374670954,-58.37856975722917
0.0001,0.99,-16.218687808047605,-56.796139683409635
0.0001,0.99,-14.981559730531345,-56.423973921385176
0.0001,0.99,-5.891699293177481,-56.48471720757694
0.0001,0.99,-96.91235854900253,-56.89286800028014
0.0001,0.99,-45.36900725830133,-56.85659516481689
0.0001,0.99,-49.702689897398436,-57.03620493540645
0.0001,0.99,-98.41606920903133,-57.776386130457084
0.0001,0.99,13.774826841951551,-55.357757264428066
0.0001,0.99,-212.45685395130897,-57.3827876297002
0.0001,0.99,-66.17769617873998,-57.586804348128425
0.0001,0.99,-70.12562333859601,-57.96313178381908
0.0001,0.99,32.11601464954117,-57.469432771823314
0.0001,0.99,-61.80102515373099,-57.94104999428455
0.0001,0.99,-118.12056777211696,-57.15676565086175
0.0001,0.99,-46.967319029471014,-57.22875178625945
0.0001,0.99,-33.59508654459003,-55.729424838606676
0.0001,0.99,-22.59353412680848,-55.5535248530192
0.0001,0.99,-0.4977440650435625,-55.03188010569145
0.0001,0.99,-0.7056288288006272,-54.62171487506752
0.0001,0.99,1.4414214598409814,-54.24001912997875
0.0001,0.99,-45.940592591905634,-54.25455525849234
0.0001,0.99,2.8797781513121095,-53.29634330331533
0.0001,0.99,-12.103838197527168,-52.84661625206562
0.0001,0.99,14.033816803643887,-52.05124592059914
0.0001,0.99,-67.8733060401336,-52.211685670899335
0.0001,0.99,-73.41631903676837,-52.39279608829436
0.0001,0.99,-3.952205727686433,-52.05008621337639
0.0001,0.99,8.721787513444184,-51.20710876737214
0.0001,0.99,-25.009890073719845,-51.26973764430411
0.0001,0.99,-17.495092739799333,-51.02422511108223
0.0001,0.99,-56.655596743831666,-50.74881364070543
0.0001,0.99,8.008993729870284,-49.52926577885617
0.0001,0.99,-75.405470856178,-50.391631095492755
0.0001,0.99,-9.198507249527879,-50.5251397415059
0.0001,0.99,-42.839047996284734,-50.140907844491615
0.0001,0.99,-85.51370365011752,-49.95042089877723
0.0001,0.99,-152.44972601728293,-51.56589833382288
0.0001,0.99,-48.27828178910336,-50.13064644123165
0.0001,0.99,-139.76693507383362,-50.771259817672586
0.0001,0.99,0.48781788325327113,-50.62114461124087
0.0001,0.99,-57.11873908750356,-50.28451467195342
0.0001,0.99,-57.87347218433516,-50.452963854999936
0.0001,0.99,-4.1658800941357015,-50.20933743015193
0.0001,0.99,-96.01908984726144,-50.87850819760023
0.0001,0.99,-22.567445543759646,-51.46545063506082
0.0001,0.99,-37.60202172530534,-50.97395013827045
0.0001,0.99,-28.413402807398484,-50.79549184110625
0.0001,0.99,12.660237925964879,-49.94491022989834
0.0001,0.99,15.161344510156482,-49.800578035385996
0.0001,0.99,-44.115895041263414,-49.67462141542147
0.0001,0.99,8.075126946522758,-48.91807017597985
0.0001,0.99,-81.6495668816784,-49.40766454319705
0.0001,0.99,24.91209526478221,-48.396862408882534
0.0001,0.99,-178.30960980222238,-49.56440790868137
0.0001,0.99,-15.557896354897025,-49.61953033174956
0.0001,0.99,0.8751898163455252,-49.089211267236
0.0001,0.99,-49.360927898630855,-49.079686583676164
0.0001,0.99,-17.45800301619157,-46.16805505083923
0.0001,0.99,2.8102419344642726,-44.93375871635384
0.0001,0.99,-67.25165408515622,-45.822318299530515
0.0001,0.99,-73.33676727041916,-46.3253274341254
0.0001,0.99,-88.09376343876578,-47.01718639841186
0.0001,0.99,-99.9987610635392,-47.644681361152514
0.0001,0.99,29.131926622354342,-47.515865566874915
0.0001,0.99,-6.3834146641121805,-47.6314397753907
0.0001,0.99,17.67977950477875,-46.68359974216057
0.0001,0.99,-47.13806471006569,-46.95155748731421
0.0001,0.99,4.7711675643016775,-45.454544292511066
0.0001,0.99,-125.4908022943344,-46.18008692494432
0.0001,0.99,-17.266274920439557,-45.167190222385756
0.0001,0.99,-61.43351182431458,-44.26013999323293
0.0001,0.99,-34.82270902814284,-44.018672876070205
0.0001,0.99,18.104022975012626,-43.24296309012197
0.0001,0.99,-22.4087750183713,-43.13871104693257
0.0001,0.99,-201.4846211353182,-44.721409186031345
0.0001,0.99,-110.15283096547154,-45.397911101765224
0.0001,0.99,33.64964103560655,-44.54476209933428
0.0001,0.99,-103.24905670976838,-45.599093905831396
0.0001,0.99,-49.37231730132213,-45.01892833335614
0.0001,0.99,-45.555807306123064,-44.60932682053542
0.0001,0.99,-130.16078511490818,-46.036403954369625
0.0001,0.99,-128.32873957102518,-45.46942720536789
0.0001,0.99,-13.385994017644819,-45.77754199956479
0.0001,0.99,-85.26051449585299,-46.33950874147536
0.0001,0.99,-116.62377432805933,-46.88042211376073
0.0001,0.99,-71.22558941868886,-47.85989591928691
0.0001,0.99,-20.464195192311962,-47.71206890203511
0.0001,0.99,-11.024222542309715,-46.25124099809918
0.0001,0.99,-12.782657193053296,-46.54446306386135
0.0001,0.99,12.613409065332988,-45.696981472889945
0.0001,0.99,22.625613047891235,-43.435188279774046
0.0001,0.99,-64.00334316992752,-43.73162882725409
0.0001,0.99,-26.530711051890336,-43.02706712935476
0.0001,0.99,-9.678044530039088,-42.633062169471195
0.0001,0.99,-185.88756887917665,-44.07932657010383
0.0001,0.99,6.585765588475709,-43.85727681684144
0.0001,0.99,-14.263740351499578,-44.04350889600232
0.0001,0.99,-48.501230447292144,-44.91129561669349
0.0001,0.99,-155.04346433210463,-46.04904586086292
0.0001,0.99,2.4678845874014144,-44.5965941775218
0.0001,0.99,-26.22922259125717,-44.6966995253539
0.0001,0.99,-49.53886733654819,-45.042272601414055
0.0001,0.99,-42.44846880621047,-45.40784029654438
0.0001,0.99,-58.78936823747151,-45.02661039342907
0.0001,0.99,-24.105351170536444,-44.813973832551426
0.0001,0.99,-87.78564590713634,-45.19480339264881
0.0001,0.99,-23.614451337387905,-44.44678721393238
0.0001,0.99,-65.4777109339837,-45.239312591691736
0.0001,0.99,-55.80703226580378,-43.67281437483668
0.0001,0.99,-1.8134789011911607,-43.0291722020612
0.0001,0.99,9.843671875185436,-42.22947924992338
0.0001,0.99,-116.38331009151442,-43.71447249733393
0.0001,0.99,3.7867463652948317,-43.05859478214367
0.0001,0.99,-338.5078210764301,-45.262467315186804
0.0001,0.99,-67.5324886818525,-45.46811901171061
0.0001,0.99,-64.16108771088783,-45.77377902337359
0.0001,0.99,-12.84071206327178,-45.67625080273823
0.0001,0.99,33.31144840919046,-45.338158877995895
0.0001,0.99,-63.7392734650667,-45.96849532435854
0.0001,0.99,-25.731507118477808,-46.24022461014173
0.0001,0.99,-7.78128004958802,-45.85863148471855
0.0001,0.99,-74.68483077644586,-46.63427757399613
0.0001,0.99,-0.023354431216588978,-46.51347273633302
0.0001,0.99,7.643060132818988,-46.577380303041274
0.0001,0.99,-80.11547093366465,-46.69980195197659
0.0001,0.99,-65.03036386747753,-46.615942400283686
0.0001,0.99,-26.073787468382264,-46.83715821769063
0.0001,0.99,-132.3328958634795,-48.24770505145987
0.0001,0.99,-24.3477914325899,-48.24108406504857
0.0001,0.99,-33.180023105487535,-48.397933368705445
0.0001,0.99,-35.01304938175306,-48.18150789508467
0.0001,0.99,-47.43993354629487,-48.73599716784633
0.0001,0.99,-34.82390468217632,-48.33018150610632
0.0001,0.99,-179.56452510158667,-50.03384168462691
0.0001,0.99,8.491536008948913,-49.52053584457456
0.0001,0.99,-2.266016900989243,-48.68805897708328
0.0001,0.99,-28.892491013835382,-47.45248662704881
0.0001,0.99,-29.199885332952377,-47.261702662487295
0.0001,0.99,27.918051033246226,-45.58485280141651
0.0001,0.99,-130.54221040358846,-46.89515308428492
0.0001,0.99,-82.50866583894634,-47.14905235179935
0.0001,0.99,-23.682674092484046,-46.80714437088084
0.0001,0.99,-117.13386273327458,-47.93682419727222
0.0001,0.99,-17.789736395480205,-47.154530662754404
0.0001,0.99,-35.93026770767054,-47.2881588843935
0.0001,0.99,21.059912754196517,-46.701539539598485
0.0001,0.99,-212.49205172114188,-48.54232602873592
0.0001,0.99,21.759037685842543,-48.45133803113715
0.0001,0.99,-211.4497478936212,-50.71744895517493
0.0001,0.99,-25.834856160140802,-50.534638566363704
0.0001,0.99,0.46567625208514585,-50.610733073308076
0.0001,0.99,-45.13243561158244,-50.24556176060712
0.0001,0.99,7.737853845003599,-50.417304174804904
0.0001,0.99,47.62299256870236,-48.157978151095655
0.0001,0.99,13.802697908351007,-47.86437220846318
0.0001,0.99,-271.68414370544986,-50.58996554368114
0.0001,0.99,-50.55258692053758,-50.601882133900205
0.0001,0.99,9.402073881080682,-50.33328136492749
0.0001,0.99,-41.22882945106399,-50.77367207878276
0.0001,0.99,-2.038322101692728,-50.12153875894813
0.0001,0.99,-11.171050936997162,-49.4998815956139
0.0001,0.99,-34.07029433946806,-48.959646904620925
0.0001,0.99,-28.811417999816655,-48.2477734739837
0.0001,0.99,-61.824922576088014,-49.15734196596813
0.0001,0.99,-21.85887267623086,-49.312096546089315
0.0001,0.99,22.81441114946152,-49.2607502296425
0.0001,0.99,-26.33743109554588,-49.0527438934973
0.0001,0.99,-18.488694162199778,-49.28534251076231
0.0001,0.99,-57.29620094767958,-48.60339649729576
0.0001,0.99,-286.7338174887939,-51.2980719229793
0.0001,0.99,-17.894515445052292,-50.86268195918667
0.0001,0.99,3.605727473481153,-50.47839759417043
0.0001,0.99,-7.905028303516971,-50.73848810695573
0.0001,0.99,-98.56882223787721,-51.50008857915079
0.0001,0.99,-25.072314305158045,-49.73596551084919
0.0001,0.99,9.141704859730993,-48.543020152597165
0.0001,0.99,-81.38970026395715,-49.6934135655928
0.0001,0.99,-42.62808551550117,-49.087203853650124
0.0001,0.99,-15.30489183398744,-48.746529598976764
0.0001,0.99,9.630850675763664,-48.194663019157915
0.0001,0.99,-52.16562649256559,-47.41471143293449
0.0001,0.99,-133.37165293129522,-47.465140566537194
0.0001,0.99,-14.19430723106828,-47.47322369867143
0.0001,0.99,-158.84194731492119,-48.20903802686212
0.0001,0.99,-12.760845863268273,-47.17040874221421
0.0001,0.99,-95.5510797710669,-47.41366364573798
0.0001,0.99,-12.411980743530592,-47.33314150125017
0.0001,0.99,-0.34465961138358536,-47.2263458719409
0.0001,0.99,-14.99478189266101,-47.24846711893698
0.0001,0.99,-20.521762310005215,-47.579818832690364
0.0001,0.99,-3.52577677277975,-47.841332730897065
0.0001,0.99,-6.35229505494587,-47.264822249747255
0.0001,0.99,-76.24938602317103,-47.76200899946006
0.0001,0.99,-144.11630623176953,-49.10639161647736
0.0001,0.99,-47.86881475964674,-47.726204075282055
0.0001,0.99,-9.95529534629469,-47.89161468462976
0.0001,0.99,43.71641640425845,-47.31181311707218
0.0001,0.99,-8.145903265750263,-46.90825984525677
0.0001,0.99,-15.977981026253246,-45.51760501219825
0.0001,0.99,-109.22203791932895,-46.63450423726555
0.0001,0.99,-214.7290393610329,-48.51950240496331
0.0001,0.99,-64.81681169086522,-48.67228184850649
0.0001,0.99,16.74420711816896,-48.080355089262696
0.0001,0.99,-59.83088911433807,-48.090770298031366
0.0001,0.99,19.97865196577031,-47.6499302666683
0.0001,0.99,-32.14927438439108,-47.09356655144084
0.0001,0.99,-67.45212978977149,-47.53194333596468
0.0001,0.99,-48.25034043949468,-47.359669631019784
0.0001,0.99,17.076669054285333,-46.630832617818896
0.0001,0.99,-31.457208272059304,-46.92726991152758
0.0001,0.99,-18.05047662952107,-47.206211396574645
0.0001,0.99,-35.77018590936727,-46.40008015475318
0.0001,0.99,-75.77980578010856,-47.195745676207196
0.0001,0.99,-176.16104216028606,-45.572277887045765
0.0001,0.99,-159.78913174679258,-46.49484431769517
0.0001,0.99,-22.642750951573703,-46.079660950102024
0.0001,0.99,-49.81549178381701,-46.44940874730747
0.0001,0.99,-13.711553039207175,-46.919638761791454
0.0001,0.99,-19.155960994322243,-46.47380563708401
0.0001,0.99,13.710074844333292,-46.079389817455905
0.0001,0.99,-74.35714575541458,-46.74514847451415
0.0001,0.99,27.619782474736922,-45.72210234200234
0.0001,0.99,-214.87422342243175,-47.870611031914486
0.0001,0.99,16.28177427494711,-47.784223890493216
0.0001,0.99,-84.18677591276857,-47.82493694028424
0.0001,0.99,-32.88482385367047,-47.50348154014618
0.0001,0.99,-64.49429400690069,-47.88768660553135
0.0001,0.99,-90.35210536353767,-47.46787870053194
0.0001,0.99,24.357395408156993,-46.980826832124464
0.0001,0.99,-5.916496380257399,-46.708191564872166
0.0001,0.99,7.544652386572224,-46.28261454718891
0.0001,0.99,-34.93772386110254,-46.157592450336985
0.0001,0.99,60.422004780926535,-45.205133355705954
0.0001,0.99,-54.20111594897803,-43.95149926417987
0.0001,0.99,9.083662990238736,-43.94557799436698
0.0001,0.99,6.74861838345501,-43.85543164152253
0.0001,0.99,-179.4027874837796,-45.36053460622196
0.0001,0.99,28.636945475839298,-44.782166298134044
0.0001,0.99,-155.8958755839383,-46.62030556430589
0.0001,0.99,12.179379930052363,-45.19308966096949
0.0001,0.99,-180.42772162892544,-46.17228021886928
0.0001,0.99,-16.379643199453866,-46.09924990993899
0.0001,0.99,-42.791146776710235,-45.35582275037334
0.0001,0.99,-30.544854831239178,-45.483373934730935
0.0001,0.99,-100.36172283896153,-46.12768848604384
0.0001,0.99,-22.91556125987148,-46.567443226184515
0.0001,0.99,-1.6135133731631726,-44.45865784270473
0.0001,0.99,-16.00042486399947,-44.836252468203156
0.0001,0.99,16.735430087116544,-42.55440068839578
0.0001,0.99,-34.411351386635616,-42.64016564066073
0.0001,0.99,2.3519653861442325,-42.62130274932014
0.0001,0.99,21.966869905854793,-41.95030969414577
0.0001,0.99,-76.40233681917962,-42.79171160078759
0.0001,0.99,-66.80906890125621,-43.936032215487174
0.0001,0.99,-134.79849039715094,-45.422044098542194
0.0001,0.99,-40.729944928643846,-43.11250211077414
0.0001,0.99,-47.99080469351277,-43.08688428850389
0.0001,0.99,-42.92592947149538,-43.61016432202965
0.0001,0.99,17.81609629651934,-43.01971506455382
0.0001,0.99,-32.94285558247219,-43.328760399361606
0.0001,0.99,-39.30775673087366,-43.610127457300386
0.0001,0.99,-25.394703015809753,-43.52337154406379
0.0001,0.99,-50.25580536486463,-43.73781541771427
0.0001,0.99,-68.52688903150256,-43.80483508226842
0.0001,0.99,-139.87688667951932,-44.9850152223013
0.0001,0.99,-12.016848457892593,-45.33332781837485
0.0001,0.99,-47.4455987195399,-45.54440949461478
0.0001,0.99,-73.5718608302338,-46.09524116129513
0.0001,0.99,-4.994837506975017,-45.572227526888085
0.0001,0.99,-7.021904078815922,-42.775108392788304
0.0001,0.99,15.310817651816539,-42.44305506181962
0.0001,0.99,22.353250282126112,-42.25557983373317
0.0001,0.99,-69.71203147631526,-42.87364986546115
0.0001,0.99,4.726812232176101,-41.84069352076062
0.0001,0.99,-19.99684133941217,-41.78993879110314
0.0001,0.99,-22.09419498053012,-42.10229778950576
0.0001,0.99,-67.39546417544673,-41.96235542862066
0.0001,0.99,91.88316904315187,-40.61724288303413
0.0001,0.99,-57.18469110081607,-41.03604087570242
0.0001,0.99,14.574500864786856,-40.98660437381218
0.0001,0.99,38.04967322830407,-40.08445137660348
0.0001,0.99,-34.029616726252655,-39.09103101455306
0.0001,0.99,-49.8527746839126,-39.4476156890815
0.0001,0.99,-77.36816280323848,-38.63287784396468
0.0001,0.99,-170.92331541300314,-40.214502539462025
0.0001,0.99,15.414336040208571,-39.10484838134928
0.0001,0.99,14.703461309188867,-38.83369396082208
0.0001,0.99,46.410460983983626,-38.366142754868406
0.0001,0.99,-23.664820103103594,-38.45284313697283
0.0001,0.99,-20.03532242310648,-38.44797873810384
0.0001,0.99,-66.4585840601554,-39.0773068109776
0.0001,0.99,44.17062568753079,-38.57207760355283
0.0001,0.99,-36.28030832508483,-38.172386826571966
0.0001,0.99,-51.94493926951132,-37.25067315694939
0.0001,0.99,20.6920188883892,-36.565064820469026
0.0001,0.99,-36.75576033352236,-36.83306947034131
0.0001,0.99,-68.80313642144695,-37.95826499859836
0.0001,0.99,-10.123506012186269,-37.978041026062726
0.0001,0.99,-39.02781706028297,-38.20853938640301
0.0001,0.99,28.410433621642806,-36.832214670993295
0.0001,0.99,-12.710914338074375,-34.81203342076371
0.0001,0.99,29.880387482151832,-33.86506142903354
0.0001,0.99,-79.10083745759675,-34.823511874791194
0.0001,0.99,46.27306091196503,-33.76247237452817
0.0001,0.99,-70.68427853270938,-34.66910167951297
0.0001,0.99,31.152957021632606,-34.036079365452736
0.0001,0.99,-9.037321740909917,-33.45193128496412
0.0001,0.99,-75.6605700287993,-33.72603358085716
0.0001,0.99,117.88658030576904,-32.71793446834232
0.0001,0.99,22.338874649715947,-32.179973639124576
0.0001,0.99,50.790378328895684,-31.491565089540405
0.0001,0.99,-19.564537035070487,-31.329508600797432
0.0001,0.99,52.32742292044185,-30.048436313791935
0.0001,0.99,-111.24838824478002,-29.399309774636873
0.0001,0.99,-0.494761163554017,-27.806366068804486
0.0001,0.99,16.460279836766176,-27.41533576092109
0.0001,0.99,-45.39324541119325,-27.371113297194846
0.0001,0.99,-51.35767679150203,-27.747574534717792
0.0001,0.99,-59.59373410126975,-28.151952265787273
0.0001,0.99,55.3107223658599,-27.735945790572
0.0001,0.99,38.666042729710114,-26.60571390572076
0.0001,0.99,37.95429991406209,-26.502368731327508
0.0001,0.99,-31.412533334561417,-24.6677518304488
0.0001,0.99,112.78145963444226,-23.702754976853853
0.0001,0.99,-10.35540113251298,-22.9644412290513
0.0001,0.99,-23.303166677837282,-22.868624657292973
0.0001,0.99,33.44962246859794,-21.88918549253798
0.0001,0.99,70.92112134720244,-20.27645322543058
0.0001,0.99,108.50315389267162,-19.434995640585427
0.0001,0.99,-37.5479613936256,-19.751310290719115
0.0001,0.99,67.1854559335311,-19.15490225524952
0.0001,0.99,137.04683916465035,-17.435056624991994
0.0001,0.99,123.9848752860944,-16.799427919940317
0.0001,0.99,-25.95432106485555,-16.516959971099094
0.0001,0.99,32.63787847630975,-16.281417816238385
0.0001,0.99,-90.01485137093822,-17.249052513782313
0.0001,0.99,-17.66017550144832,-15.631626393959005
0.0001,0.99,-99.56564099708181,-16.913652258688217
0.0001,0.99,15.189695975414125,-15.202796543094689
0.0001,0.99,-12.571147219153303,-15.450301814586744
0.0001,0.99,123.62545703859587,-12.40977002791153
